8207-VVMYB,0.0
4487-ZYJZK,0.0
1355-KUSBG,0.0
7799-LGRDP,0.0
5981-ZVXOT,0.0
4955-VCWBI,0.0
4659-NZRUF,1.0
4588-YBNIB,0.0
0880-FVFWF,0.0
6770-XUAGN,0.0
0485-ZBSLN,0.0
3597-YASZG,0.0
2971-SGAFL,1.0
4424-TKOPW,0.0
7694-VLBWQ,0.0
9871-ELEYA,0.0
4020-KIUDI,0.0
3318-ISQFQ,0.0
0895-LNKRC,0.0
7349-ALMUX,0.0
6374-NTQLP,0.0
3096-JRDSO,0.0
9018-PCIOK,0.0
9436-ZBZCT,0.0
4685-TFLLS,0.0
5707-ORNDZ,0.0
5248-RPYWW,0.0
8714-CTZJW,0.0
6689-KXGBO,0.0
5126-RCXYW,0.0
7460-ITWWP,0.0
9909-DFRJA,0.0
7134-HBPBS,0.0
0734-OXWBT,0.0
4815-GBTCD,0.0
7020-OZKXZ,0.0
3133-PZNSR,0.0
9385-EHGDO,0.0
8644-XYTSV,0.0
7547-EKNFS,0.0
9700-ISPUP,0.0
9831-BPFRI,0.0
5481-NTDOH,0.0
7180-PISOG,0.0
2692-BUCFV,0.0
3354-OADJP,0.0
6680-NENYN,0.0
3387-PLKUI,0.0
9894-EZEWG,0.0
3061-BCKYI,0.0
4323-ELYYB,0.0
1333-PBMXB,0.0
4945-RVMTE,0.0
9508-ILZDG,0.0
6927-WTFIV,0.0
6339-YPSAH,0.0
9754-CLVZW,0.0
2809-ILCYT,0.0
3870-MQAMG,0.0
2212-LYASK,0.0
2800-VEQXM,0.0
0298-XACET,0.0
0428-AXXLJ,0.0
7993-PYKOF,0.0
6608-QQLVK,0.0
1577-HKTFG,0.0
6348-SNFUS,0.0
1230-QAJDW,0.0
7395-XWZOY,0.0
6281-FKEWS,0.0
9355-NPPFS,0.0
7055-JCGNI,0.0
8383-SGHJU,0.0
9025-AOMKI,0.0
3521-HTQTV,0.0
1907-YLNYW,0.0
6416-YJTTB,0.0
2511-ALLCS,0.0
4129-LYCOI,0.0
8652-YHIYU,0.0
9067-YGSCA,0.0
9552-TGUZV,0.0
6072-NUQCB,0.0
2219-MVUSO,0.0
8067-NIOYM,0.0
8155-IBNHG,0.0
4833-QTJNO,0.0
3627-FCRDW,0.0
9332-GYWLO,0.0
8314-HTWVE,0.0
3836-FZSDJ,0.0
0248-PGHBZ,0.0
6388-TABGU,0.0
9066-QRSDU,0.0
5914-DVBWJ,0.0
8582-KRHPJ,0.0
4548-SDBKE,0.0
0458-HEUZG,0.0
5329-KRDTM,0.0
8949-JTMAY,0.0
5376-PCKNB,0.0
5740-YHGTW,0.0
4869-EPIUS,0.0
2968-SSGAA,0.0
8874-EJNSR,1.0
5343-SGUBI,0.0
1022-RKXDR,0.0
5043-TRZWM,0.0
4854-CIDCF,0.0
2625-TRCZQ,1.0
1555-DJEQW,0.0
9734-UYXQI,0.0
8401-EMUWF,0.0
8847-GEOOQ,0.0
9762-YAQAA,0.0
0925-VYDLG,0.0
7277-KAMWT,0.0
4277-BWBML,0.0
9681-KYGYB,0.0
8592-PLTMQ,0.0
3551-GAEGL,0.0
7824-PANSQ,0.0
8571-ZCMCX,0.0
0505-SPOOW,0.0
7036-TYDEC,0.0
4910-GMJOT,0.0
1169-WCVAK,0.0
5321-NTRKC,0.0
0520-FDVVT,0.0
7636-XUHWW,0.0
3946-JEWRQ,0.0
7860-UXCRM,0.0
8106-GWQOK,1.0
1728-CXQBE,0.0
5825-XJOCM,0.0
1469-LBJQJ,0.0
5989-AXPUC,0.0
3633-CDBUW,1.0
5995-WWKKG,0.0
2404-JIBFC,0.0
1431-CYWMH,0.0
5816-SCGFC,0.0
4779-ZGICK,0.0
8735-NBLWT,0.0
6933-VLYFX,1.0
4987-GQWPO,0.0
1488-PBLJN,0.0
9944-AEXBM,0.0
1031-IIDEO,0.0
9767-FFLEM,0.0
7872-RDDLZ,0.0
1150-FTQGN,0.0
5561-NWEVX,0.0
6145-NNPNO,0.0
2506-CLAKW,0.0
4415-IJZTP,0.0
2578-JQPHZ,0.0
2798-NYLMZ,0.0
6258-NGCNG,0.0
3643-AHCFP,0.0
1222-KJNZD,0.0
7850-THJMU,0.0
6987-XQSJT,0.0
7963-GQRMY,0.0
3696-XRIEN,0.0
4484-CGXFK,0.0
0665-XHDJU,0.0
8280-MQRQN,0.0
1698-XFZCI,0.0
9585-KKMFD,0.0
9117-SHLZX,0.0
2878-DHMIN,0.0
1346-UFHAX,0.0
0439-IFYUN,0.0
2541-YGPKE,0.0
7740-BTPUX,0.0
1075-BGWOH,0.0
6681-ZSEXG,0.0
8378-LKJAF,0.0
5598-IKHQQ,0.0
4647-MUZON,0.0
8665-UTDHZ,0.0
3853-LYGAM,0.0
6007-TCTST,0.0
7426-GSWPO,0.0
4195-PNGZS,0.0
0142-GVYSN,0.0
3420-ZDBMA,0.0
2824-DXNKN,0.0
8777-MBMTS,0.0
3320-VEOYC,0.0
4299-SIMNS,0.0
0559-CKHUS,1.0
8739-XNIKG,0.0
8309-PPCED,0.0
8548-AWOFC,0.0
4884-TVUQF,0.0
5995-OIGLP,0.0
0585-EGDDA,0.0
9541-PWTWO,0.0
0716-BQNDX,0.0
6319-QSUSR,0.0
2018-PZKMU,0.0
0872-JCPIB,0.0
8050-DVOJX,0.0
4293-ETKAP,0.0
6762-QVYJO,0.0
0027-KWYKW,0.0
2832-KJCRD,0.0
1106-HRLKZ,0.0
2951-QOQTK,0.0
3966-HRMZA,0.0
0297-RBCSG,0.0
7748-UMTRK,0.0
7853-WNZSY,0.0
9822-BIIGN,0.0
5815-HGGHV,0.0
0639-TSIQW,0.0
2171-UDMFD,0.0
1345-ZUKID,0.0
4458-KVRBJ,0.0
6723-CEGQI,0.0
8314-DPQHL,0.0
9921-EZKBY,0.0
6849-OYAMU,0.0
9812-GHVRI,0.0
7427-AUFPY,0.0
1236-WFCDV,0.0
3396-DKDEL,0.0
4558-FANTW,0.0
6736-DHUQI,0.0
5834-ASPWA,0.0
8019-ENHXU,0.0
3352-RICWQ,0.0
7938-OUHIO,0.0
5056-FIMPT,0.0
5442-BXVND,0.0
8292-TYSPY,0.0
2988-PLAHS,0.0
4439-JMPMT,1.0
2017-CCBLH,0.0
4989-LIXVT,0.0
4079-ULGFR,0.0
2379-GYFLQ,0.0
7982-VCELR,0.0
0015-UOCOJ,0.0
3970-XGJDU,0.0
9931-DCEZH,0.0
4544-RXFMG,0.0
2144-ESWKO,0.0
7898-PDWQE,0.0
3255-GRXMG,0.0
3413-BMNZE,0.0
0270-THENM,0.0
9330-DHBFL,0.0
9169-BSVIN,1.0
9823-EALYC,0.0
3704-IEAXF,0.0
2672-DZUOY,0.0
3212-KXOCR,0.0
0637-UBJRP,0.0
3841-CONLJ,0.0
9732-KPKBW,0.0
5150-ITWWB,0.0
0772-GYEQQ,0.0
5399-ZIMKF,0.0
5766-XQXMQ,0.0
9828-AOQLM,0.0
7096-ZNBZI,0.0
5274-XHAKY,0.0
7622-FWGEW,0.0
3179-GBRWV,0.0
5569-IDSEY,0.0
8262-COGGB,0.0
1845-ZLLIG,0.0
0130-SXOUN,0.0
2925-MXLSX,0.0
5018-LXQQG,0.0
8745-PVESG,0.0
6510-UPNKS,0.0
3486-HOOGQ,0.0
7206-PQBBZ,0.0
1481-ZUWZA,0.0
8224-DWCKX,0.0
2773-MADBQ,0.0
4704-ERYFC,0.0
7408-OFWXJ,0.0
1766-GKNMI,0.0
6778-EICRF,0.0
2565-JSLRY,0.0
3672-YITQD,0.0
1589-AGTLK,0.0
9845-QOMAD,0.0
1035-IPQPU,0.0
2190-BCXEC,0.0
7471-WNSUF,0.0
4860-YZGZM,0.0
3750-YHRYO,0.0
2649-HWLYB,0.0
6741-EGCBI,0.0
1258-YMZNM,0.0
1862-QRWPE,0.0
0201-MIBOL,0.0
7492-TAFJD,0.0
2346-DJQTB,0.0
8859-YSTWS,0.0
7452-FOLON,0.0
6814-ZPWFQ,0.0
6567-HOOPW,0.0
6408-WHTEF,0.0
5980-BDHPY,0.0
0177-PXBAT,0.0
4223-BKEOR,0.0
9680-NIAUV,0.0
7544-ZVIKX,0.0
0052-YNYOT,0.0
1627-AFWVJ,0.0
9701-CDXHR,0.0
9221-OTIVJ,0.0
6331-EWIEB,0.0
7901-TBKJX,0.0
6120-RJKLU,1.0
0080-EMYVY,0.0
7089-RKVSZ,0.0
3115-CZMZD,0.0
9375-MHRRS,0.0
0867-MKZVY,0.0
5022-KVDQT,0.0
5787-KXGIY,0.0
8329-UTMVM,0.0
6670-MFRPK,1.0
7808-DVWEP,0.0
9168-INPSZ,0.0
5498-IBWPI,0.0
8249-THVEC,0.0
8672-OAUPW,0.0
2397-BRLOM,0.0
3973-SKMLN,0.0
1981-INRFU,0.0
3373-YZZYM,0.0
7240-FQLHE,0.0
4981-FLTMF,0.0
7041-TXQJH,0.0
7225-IILWY,0.0
2277-BKJKN,0.0
3088-LHEFH,0.0
5781-RFZRP,0.0
7781-EWARA,0.0
1937-OTUKY,0.0
6692-UDPJC,0.0
2519-LBNQL,0.0
5299-RULOA,0.0
9962-BFPDU,0.0
9796-BPKIW,0.0
1877-HKBQX,0.0
9067-SQTNS,0.0
2809-ZMYOQ,0.0
4785-QRJHC,0.0
0016-QLJIS,0.0
4184-TJFAN,0.0
5393-RXQSZ,1.0
2495-KZNFB,0.0
1439-LCGVL,0.0
5115-GZDEL,0.0
3318-NMQXL,0.0
9087-EYCPR,0.0
5090-EMGTC,0.0
1197-BVMVG,0.0
1343-EHPYB,0.0
3951-NJCVI,0.0
6777-TGHTM,0.0
5760-WRAHC,0.0
2607-FBDFF,0.0
9039-RBEEE,1.0
5655-JSMZM,0.0
3486-NPGST,1.0
3810-DVDQQ,0.0
5909-ECHUI,0.0
2676-OXPPQ,0.0
1842-EZJMK,0.0
5396-IZEPB,0.0
3022-BEXHZ,0.0
7216-EWTRS,0.0
3256-EZDBI,0.0
6339-DKLMK,0.0
7998-WNZEM,0.0
6047-SUHPR,0.0
9588-OZDMQ,0.0
9450-TRJUU,0.0
0870-VEMYL,0.0
7054-ENNGU,0.0
9362-MWODR,0.0
0618-XWMSS,0.0
5456-ITGIC,0.0
3638-DIMPH,0.0
9052-DHNKM,0.0
5699-BNCAS,0.0
6630-UJZMY,0.0
2159-TURXX,0.0
8854-CCVSQ,0.0
7056-IMHCC,0.0
8746-OQQRW,0.0
4822-RVYBB,0.0
4908-XAXAY,0.0
9432-VOFYX,0.0
7854-EDSSA,0.0
6993-OHLXR,0.0
4817-KEQSP,0.0
2672-TGEFF,0.0
0219-YTZUE,0.0
2834-JRTUA,1.0
1559-DTODC,0.0
3750-RNQKR,0.0
8178-EYZUO,0.0
7511-YMXVQ,0.0
7670-ZBPOQ,0.0
4919-IKATY,0.0
7176-WIONM,0.0
5002-GCQFH,0.0
4104-PVRPS,0.0
6890-PFRQX,0.0
6319-IEJWJ,0.0
0224-HJAPT,0.0
1899-VXWXM,0.0
4273-MBHYA,0.0
6537-OTKMY,0.0
6479-VDGRK,0.0
1550-LOAHA,0.0
5996-EBTKM,1.0
8191-XWSZG,0.0
3401-URHDA,0.0
2382-BCKQJ,0.0
8739-WWKDU,0.0
5542-DHSXL,0.0
2545-LXYVJ,0.0
9220-CXRSC,0.0
5206-HPJKM,0.0
9637-CDTKZ,0.0
7639-LIAYI,0.0
5248-KWLAR,1.0
0326-VDYXE,0.0
2880-FPNAE,0.0
1038-ZAGBI,0.0
3496-LFSZU,0.0
7562-UXTPG,0.0
8272-ONJLV,0.0
8922-LIEGH,0.0
5378-IKEEG,0.0
9308-ANMVE,0.0
8049-WJCLQ,0.0
2057-ZBLPD,0.0
0674-EYYZV,0.0
1271-SJBGZ,0.0
7103-ZGVNT,0.0
0872-CASZJ,0.0
0508-OOLTO,0.0
4900-MSOMT,0.0
4367-NUYAO,0.0
3460-TJBWI,0.0
9809-IMGCQ,0.0
4950-HKQTE,0.0
0667-NSRGI,0.0
5125-CNDSP,0.0
9867-JCZSP,0.0
9503-XJUME,0.0
1328-EUZHC,0.0
9938-TKDGL,1.0
4291-HYEBC,0.0
3346-BRMIS,0.0
1063-DHQJF,0.0
7252-NTGSS,0.0
4236-XPXAV,0.0
6402-ZFPPI,0.0
5022-JNQEQ,0.0
0601-WZHJF,0.0
3272-VUHPV,0.0
5035-BVCXS,1.0
0515-YPMCW,0.0
6869-FGJJC,0.0
4489-SNOJF,0.0
5183-SNMJQ,0.0
3118-UHVVQ,0.0
4905-JEFDW,0.0
8443-WVPSS,0.0
2673-CXQEU,0.0
8480-PPONV,1.0
1410-RSCMR,0.0
7297-DVYGA,0.0
8309-IEYJD,0.0
2961-VNFKL,0.0
7356-IWLFW,0.0
4063-EIKNQ,0.0
6215-NQCPY,0.0
5018-GWURO,0.0
9861-PDSZP,0.0
4682-BLBUC,0.0
0867-LDTTC,0.0
2308-STERM,0.0
9373-WSLOY,0.0
2055-SIFSS,0.0
2351-RRBUE,0.0
5536-RTPWK,1.0
7803-XOCCZ,0.0
1820-DJFPH,0.0
3177-LASXD,0.0
6653-CBBOM,0.0
9625-RZFUK,0.0
6818-WOBHJ,0.0
5832-TRLPB,0.0
3688-FTHLT,0.0
3308-MHOOC,0.0
1703-MGIAB,0.0
8051-HJRLT,0.0
3703-KBKZP,0.0
2717-HVIZY,0.0
0020-JDNXP,0.0
9150-HEPMB,0.0
2725-KXXWT,0.0
7245-NIIWQ,0.0
6701-YVNQG,0.0
4703-MQYKT,0.0
2001-EWBQU,0.0
7123-WQUHX,0.0
3572-UUHRS,0.0
7798-JVXYM,0.0
0956-SYCWG,0.0
6969-MVBAI,0.0
1302-TPUBN,0.0
4818-QIUFN,0.0
6457-USBER,0.0
2725-IWWBA,0.0
7302-ZHMHP,0.0
3764-MNMOI,0.0
1212-GLHMD,0.0
1032-MAELW,0.0
3104-OWCGK,0.0
1045-LTCYT,0.0
3181-VTHOE,0.0
1360-JYXKQ,0.0
1926-QUZNN,0.0
5093-FEGLU,0.0
4115-NZRKS,0.0
0930-EHUZA,0.0
2511-MORQY,0.0
6350-XFYGW,0.0
8707-RMEZH,0.0
5049-MUBWG,1.0
7351-KYHQH,0.0
9294-TDIPC,0.0
0637-YLETY,0.0
2691-NZETQ,0.0
8327-LZKAS,0.0
9073-ZZIAY,0.0
9495-REDIY,1.0
4976-LNFVV,0.0
7826-VVKWT,0.0
0375-HVGXO,0.0
1385-TQOZW,0.0
3503-TYDAY,0.0
7228-OMTPN,0.0
3766-EJLFL,0.0
2446-BEGGB,0.0
5482-PLVPE,0.0
4402-FTBXC,0.0
3934-HXCFZ,0.0
5961-VUSRV,0.0
5619-PTMIK,0.0
8017-LXHFA,0.0
8231-BSWXX,0.0
2466-FCCPT,0.0
5025-GOOKI,0.0
1215-VFYVK,0.0
3376-BMGFE,1.0
8143-ETQTI,0.0
9819-FBNSV,0.0
6137-NICCO,0.0
0999-QXNSA,0.0
5144-PQCDZ,0.0
2960-NKRSO,0.0
4488-KQFDT,0.0
8020-BWHYL,0.0
4446-BZKHU,0.0
4359-INNWN,0.0
6745-JEFZB,0.0
9242-TKFSV,0.0
4672-FOTSD,0.0
1087-UDSIH,0.0
3398-FSHON,1.0
1371-OJCEK,0.0
0384-RVBPI,0.0
7120-RFMVS,0.0
9223-UCPVT,0.0
9739-JLPQJ,0.0
0687-ZVTHB,0.0
4536-PLEQY,0.0
9444-JTXHZ,0.0
3148-BLQJT,0.0
3569-EDBPQ,0.0
2300-RQGOI,0.0
4057-FKCZK,0.0
3074-GQWYX,0.0
3090-HAWSU,0.0
6242-MBHPK,0.0
0455-ENTCR,0.0
7133-VBDCG,0.0
0690-SRQID,0.0
4951-UKAAQ,0.0
2234-EOFPT,0.0
2680-XKKNJ,1.0
5338-YHWYT,0.0
0489-WMEMG,0.0
2632-TACXW,0.0
2275-RBYQS,0.0
9526-JAWYF,0.0
3192-NQECA,0.0
7994-XIRTR,0.0
0848-ZGQIJ,0.0
9677-AVKED,0.0
3629-WEAAM,0.0
2453-SAFNS,0.0
6481-LXPWL,0.0
8775-ERLNB,0.0
1555-HAPSU,0.0
0885-HMGPY,0.0
1041-RXHRA,0.0
9095-HFAFX,0.0
0285-INHLN,0.0
8909-BOLNL,0.0
6252-DFGTK,0.0
6734-PSBAW,0.0
0235-KGSLC,0.0
7752-XUSCI,0.0
8082-GHXOP,0.0
1635-NZATJ,0.0
3120-FAZKD,0.0
6854-EXGSF,0.0
0225-ZORZP,0.0
4482-EWFMI,0.0
0967-BMLBD,1.0
6728-WYQBC,0.0
1897-OKVMW,0.0
3235-ETOOB,0.0
3717-OEAUQ,0.0
1177-XZBJL,0.0
3714-NTNFO,0.0
9398-MMQTO,0.0
0191-ZHSKZ,0.0
2364-UFROM,0.0
7601-GNDYK,0.0
6595-COKXZ,0.0
2085-JVGAD,0.0
8404-FYDIB,0.0
9365-SRSZE,0.0
4115-UMJFQ,0.0
5968-HYJRZ,0.0
4351-QLCSU,0.0
8327-WKMIE,0.0
5524-KHNJP,0.0
5896-NPFWW,0.0
5976-JCJRH,0.0
5039-LZRQT,0.0
0537-QYZZN,0.0
0939-YAPAF,0.0
9473-CBZOP,0.0
5868-YTYKS,1.0
8185-UPYBR,0.0
9770-LXDBK,0.0
6439-GTPCA,0.0
6484-LATFU,0.0
5472-CVMDX,0.0
9548-LERKT,0.0
0691-IFBQW,0.0
7205-BAIAD,0.0
1480-BKXGA,0.0
4942-VZZOM,0.0
0265-PSUAE,0.0
6198-ZFIOJ,0.0
3717-OFRTN,0.0
3536-IQCTX,0.0
4795-UXVCJ,0.0
9717-QEBGU,0.0
9921-QFQUL,0.0
0620-XEFWH,0.0
1403-LKLIK,1.0
4334-HOWRP,0.0
2272-JKMSI,0.0
3682-YEUWS,0.0
8000-REIQB,0.0
7130-YXBRO,0.0
7008-LZVOZ,0.0
2267-FPIMA,0.0
3547-LQRIK,0.0
5061-PBXFW,0.0
9814-AOUDH,0.0
5032-MIYKT,0.0
8242-PDSGJ,0.0
7338-ERIVA,0.0
1755-FZQEC,0.0
8902-ZEOVF,0.0
9249-FXSCK,0.0
1696-MZVAU,1.0
6202-DYYFX,0.0
0880-TKATG,0.0
4836-WNFNO,0.0
5651-YLPRD,0.0
5276-KQWHG,0.0
8563-OYMQY,0.0
6122-LJADA,0.0
2507-QZPQS,0.0
2209-XADXF,0.0
3161-ONRWK,0.0
9776-CLUJA,0.0
0048-LUMLS,1.0
9494-BDNNC,0.0
3911-RSNHI,0.0
5918-VUKWP,0.0
2348-KCJLT,0.0
6575-SUVOI,0.0
7868-TMWMZ,0.0
0682-USIXD,0.0
5499-ECUTN,0.0
7291-CDTMJ,0.0
6103-QCKFX,0.0
8260-NGFNY,0.0
4765-OXPPD,0.0
8207-DMRVL,0.0
5504-WSIUR,0.0
1444-VVSGW,0.0
9408-SSNVZ,0.0
7124-UGSUR,0.0
0625-AFOHS,0.0
0988-AADSA,0.0
5747-PMBSQ,0.0
6963-EZQEE,1.0
9435-JMLSX,0.0
8849-AYPTR,0.0
6582-PLFUU,0.0
2962-XPMCQ,0.0
3696-DFHHB,0.0
4815-YOSUK,0.0
3077-RSNTJ,0.0
4883-QICIH,0.0
9541-ZPSEA,0.0
2332-TODQS,0.0
4091-TVOCN,0.0
4911-BANWH,0.0
7779-LGOVN,0.0
0549-CYCQN,0.0
3440-JPSCL,0.0
4778-IZARL,0.0
8519-IMDHU,0.0
3453-RTHJQ,0.0
5995-LFTLE,0.0
9565-FLVCG,0.0
3071-MVJCD,0.0
7853-OETYL,0.0
5895-QSXOD,0.0
6023-YEBUP,0.0
8898-KASCD,0.0
6377-KSLXC,0.0
7746-AWNQW,0.0
4079-WWQQQ,0.0
2792-LSHWX,0.0
7054-DMVAS,0.0
8398-TBIYD,0.0
9565-JSNFM,0.0
5676-CFLYY,0.0
5032-USPKF,1.0
0118-JPNOY,0.0
4056-QHXHZ,0.0
9743-DQKQW,0.0
5201-FRKKS,0.0
2528-HFYZX,0.0
6481-OGDOO,0.0
4429-WYGFR,1.0
8087-LGYHQ,0.0
8344-WFMFH,0.0
9371-BITHB,0.0
8008-HAWED,0.0
0334-ZFJSR,0.0
9227-YBAXE,0.0
2065-MMKGR,0.0
4685-ERGHK,0.0
0504-HHAPI,0.0
9746-UGFAC,0.0
9518-XXBXE,0.0
2650-GYRYL,0.0
0697-ZMSWS,0.0
2309-OSFEU,0.0
8345-MVDYC,0.0
9965-YOKZB,0.0
3160-TYXLT,0.0
7142-HVGBG,0.0
8232-UTFOZ,0.0
6485-QXWWE,0.0
9624-EGDEQ,0.0
6583-SZVGP,0.0
9722-UJOJR,0.0
5567-GZKQY,0.0
3063-QFSZL,0.0
6416-JNVRK,0.0
0786-VSSUD,0.0
9912-GVSEQ,0.0
2378-HTWFW,1.0
2530-FMFXO,0.0
5057-LCOUI,0.0
1574-DYCWE,0.0
8873-TMKGR,0.0
6956-SMUCM,0.0
4194-WHFCB,0.0
0207-MDKNV,0.0
2842-BCQGE,0.0
6168-YBYNP,0.0
2587-YNLES,1.0
8166-ORCHU,0.0
9028-LIHRP,0.0
1304-NECVQ,0.0
0835-JKADZ,0.0
5656-MJEFC,0.0
5989-OMNJE,0.0
1095-JUDTC,0.0
6980-IMXXE,0.0
4495-LHSSK,0.0
2410-CIYFZ,0.0
2889-FPWRM,1.0
6100-FJZDG,0.0
5597-GLBUC,0.0
7711-YIJWC,0.0
9659-ZTWSM,0.0
7137-NAXML,0.0
2720-FVBQP,0.0
9046-DQMTP,0.0
0536-ESJEP,0.0
2235-ZGKPT,0.0
4195-NZGTA,0.0
8404-VIOMB,0.0
1918-ZBFQJ,0.0
5199-FPUSP,0.0
1575-KRZZE,0.0
7182-OVLBJ,0.0
3801-HMYNL,0.0
6872-HXFNF,0.0
3528-HFRIQ,0.0
1090-PYKCI,0.0
9862-KJTYK,0.0
9670-BPNXF,0.0
7610-TVOPG,0.0
9286-BHDQG,0.0
5505-OVWQW,0.0
0475-RIJEP,0.0
0206-TBWLC,0.0
9575-IWCAZ,0.0
9501-UKKNL,0.0
0348-SDKOL,0.0
7343-EOBEU,0.0
0946-CLJTI,0.0
4472-VESGY,0.0
8129-GMVGI,0.0
6458-CYIDZ,0.0
7603-USHJS,0.0
6923-AQONU,0.0
8406-LNMHF,1.0
2108-YKQTY,0.0
1423-BMPBQ,0.0
4143-OOBWZ,0.0
0384-LPITE,0.0
2105-PHWON,0.0
6051-PTVNS,0.0
2778-OCLGR,0.0
5288-AHOUP,0.0
2782-LFZVW,0.0
2091-RFFBA,0.0
1972-XMUWV,0.0
8404-GFGCZ,0.0
3137-LUPIX,1.0
0778-NELLA,0.0
0396-YCHWO,0.0
8945-GRKHX,0.0
5666-CYCYZ,0.0
4654-DLAMQ,0.0
3768-VHXQO,1.0
5982-FPVQN,0.0
1194-SPVSP,0.0
1240-KNSEZ,0.0
0018-NYROU,0.0
3221-CJMSG,0.0
3753-TSEMP,0.0
0137-UDEUO,0.0
5136-RGMZO,0.0
0512-FLFDW,0.0
4776-XSKYQ,1.0
0151-ONTOV,1.0
1459-QNFQT,0.0
6122-EFVKN,0.0
5791-KAJFD,0.0
8999-BOHSE,0.0
1223-UNPKS,0.0
8263-OKETD,0.0
5331-RGMTT,0.0
6917-IAYHD,0.0
2234-XADUH,0.0
5572-ZDXHY,0.0
8565-HBFNN,0.0
1448-PWKYE,0.0
8879-XUAHX,0.0
7128-GGCNO,0.0
1116-FRYVH,0.0
1061-PNTHC,0.0
9755-JHNMN,0.0
3030-ZKIWL,0.0
5996-NRVXR,0.0
2371-JUNGC,0.0
4992-LTJNE,0.0
8626-PTQGE,0.0
0839-QNXME,0.0
6898-RBTLU,0.0
9330-VOFSZ,1.0
4829-AUOAX,0.0
1730-VFMWO,0.0
7734-DBOAI,0.0
9488-FYQAU,0.0
2227-JRSJX,0.0
5066-GFJMM,0.0
3658-QQJYD,0.0
3057-VJJQE,0.0
3429-IFLEM,0.0
4518-FZBSX,0.0
3173-WSSUE,0.0
8219-VYBVI,0.0
9114-AAFQH,0.0
9451-WLYRI,0.0
0886-QGENL,0.0
3466-RITXD,0.0
5356-RHIPP,0.0
8148-BPLZQ,0.0
4946-EDSEW,0.0
6578-KRMAW,0.0
8245-UMPYT,0.0
8884-MRNSU,0.0
4980-URKXC,0.0
7760-OYPDY,0.0
2305-MRGLV,0.0
1501-SGHBW,0.0
3538-WZPHD,0.0
3318-OSATS,0.0
2731-GJRDG,0.0
9924-JPRMC,0.0
7156-MHUGY,0.0
2873-ZLIWT,0.0
3577-AMVUX,0.0
6143-JQKEA,0.0
2988-GBIVW,0.0
6166-YIPFO,0.0
2892-GESUL,0.0
3707-LRWZD,0.0
3164-AALRN,1.0
3009-JWMPU,0.0
4623-ZKHLY,0.0
7975-JMZNT,0.0
